"Site";"Rio";"Segmento";"Ponto_N";"Bacia";"Trecho";"Habitat";"Data";"Data_txt";"Coleta";"Ponto";"Ref_site";"Especie";"Compr.total_mm";"Compr.padrao_mm";"Altura_mm";"Peso_mg";"Peso_g";"RPC";"Observação.(*)";"Amostra_tipo";"Etiqueta1";"Etiqueta2";"No._Peixe1";"Etiqueta3";"No._Peixe2";"Peso_epp_g";"Peso_úmido_g";"Peso_brânquia_mg";"Fluorescência_rfu_T1";"Fluorescência_rfu_T2";"Fluorescência_rfu_T3";"Fluorescência_rfu_M";"Rodamina_rfu_mg";"Peso_epp_brânquias_g";"Peso_epp_úmido_brânquias_g";"Peso_epp_seco_brânquias_mg";"Peso_úmido_brânquias_mg";"Peso_seco_brânquias_mg";"TH_branquia";"TH_branquia_p";"Peso_epp_músculo_g";"Peso_epp_úmido_músculo_g";"Peso_epp_seco_músculo_mg";"Peso_úmido_músculo_mg";"Peso_seco_músculo_mg";"TH_musculo";"TH_musculo_p";"Proteinas_Totais_mg"
"4-9-XsRB:57";"B-P09";"Barro Branco";"BarroBranco2";"Ponto9";"Barro Branco";"Barro Branco Médio";"Rio";45245;"30/08/2023";1;9;3;"Hemigrammus unilineatus";29;22.1;6.8;235;0.235;0.0243103448275862;"*estimado (4-9-XsRB:56)";"xx";"4-9-XsRB:57";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-9-XsRB:58";"B-P09";"Barro Branco";"BarroBranco2";"Ponto9";"Barro Branco";"Barro Branco Médio";"Rio";45245;"30/08/2023";1;9;3;"Hemigrammus rodwayi";29.9;24.2;6.2;194;0.194;0.0194648829431438;NA;"xx";"4-9-XsRB:58";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-9-XsRB:59";"B-P09";"Barro Branco";"BarroBranco2";"Ponto9";"Barro Branco";"Barro Branco Médio";"Rio";45245;"30/08/2023";1;9;3;"Hemigrammus marginatus";25;20.9;6.4;170;0.17;0.0204;"*estimado (4-9-XsRB:35)";"xx";"4-9-XsRB:59";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-9-XsRB:60";"B-P09";"Barro Branco";"BarroBranco2";"Ponto9";"Barro Branco";"Barro Branco Médio";"Rio";45245;"30/08/2023";1;9;3;"Hemigrammus unilineatus";30.2;26.3;8.4;331;0.331;0.0328807947019868;NA;"xx";"4-9-XsRB:60";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-9-XsRB:61";"B-P09";"Barro Branco";"BarroBranco2";"Ponto9";"Barro Branco";"Barro Branco Médio";"Rio";45245;"30/08/2023";1;9;3;"Hemigrammus marginatus";29.2;23.4;5.3;175;0.175;0.0179794520547945;NA;"xx";"4-9-XsRB:61";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-9-XsRB:62";"B-P09";"Barro Branco";"BarroBranco2";"Ponto9";"Barro Branco";"Barro Branco Médio";"Rio";45245;"30/08/2023";1;9;3;"Hemigrammus marginatus";27.1;21.4;4.7;140;0.14;0.0154981549815498;NA;"xx";"4-9-XsRB:62";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-9-XsRB:63";"B-P09";"Barro Branco";"BarroBranco2";"Ponto9";"Barro Branco";"Barro Branco Médio";"Rio";45245;"30/08/2023";1;9;3;"Hemigrammus unilineatus";20.8;18.2;5.5;110;0.11;0.0158653846153846;NA;"xx";"4-9-XsRB:63";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-9-XsRB:64";"B-P09";"Barro Branco";"BarroBranco2";"Ponto9";"Barro Branco";"Barro Branco Médio";"Rio";45245;"30/08/2023";1;9;3;"Hemigrammus marginatus";30;23.4;5.8;220;0.22;0.022;"*estimado (4-9-XsRB:61)";"xx";"4-9-XsRB:64";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-9-XsRB:65";"B-P09";"Barro Branco";"BarroBranco2";"Ponto9";"Barro Branco";"Barro Branco Médio";"Rio";45245;"30/08/2023";1;9;3;"Hemigrammus marginatus";28.8;22;4.2;123;0.123;0.0128125;NA;"xx";"4-9-XsRB:65";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-9-XsRB:66";"B-P09";"Barro Branco";"BarroBranco2";"Ponto9";"Barro Branco";"Barro Branco Médio";"Rio";45245;"30/08/2023";1;9;3;"Hemigrammus rodwayi";23.8;19.6;5.3;126;0.126;0.0158823529411765;NA;"xx";"4-9-XsRB:66";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-9-XsRB:67";"B-P09";"Barro Branco";"BarroBranco2";"Ponto9";"Barro Branco";"Barro Branco Médio";"Rio";45245;"30/08/2023";1;9;3;"Hemigrammus marginatus";27.1;22.4;5.5;164;0.164;0.0181549815498155;NA;"xx";"4-9-XsRB:67";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-9-XsRB:68";"B-P09";"Barro Branco";"BarroBranco2";"Ponto9";"Barro Branco";"Barro Branco Médio";"Rio";45245;"30/08/2023";1;9;3;"Hemigrammus rodwayi";22.2;18.9;5.3;116;0.116;0.0156756756756757;NA;"xx";"4-9-XsRB:68";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-9-XsRB:69";"B-P09";"Barro Branco";"BarroBranco2";"Ponto9";"Barro Branco";"Barro Branco Médio";"Rio";45245;"30/08/2023";1;9;3;"Hemigrammus marginatus";20.2;17.5;3.3;74;0.074;0.010990099009901;NA;"xx";"4-9-XsRB:69";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-9-XsRB:70";"B-P09";"Barro Branco";"BarroBranco2";"Ponto9";"Barro Branco";"Barro Branco Médio";"Rio";45245;"30/08/2023";1;9;3;"Hemigrammus unilineatus";23.1;19;5.7;132;0.132;0.0171428571428571;NA;"xx";"4-9-XsRB:70";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-9-XsRB:71";"B-P09";"Barro Branco";"BarroBranco2";"Ponto9";"Barro Branco";"Barro Branco Médio";"Rio";45245;"30/08/2023";1;9;3;"Hemigrammus marginatus";28.1;22.2;5.9;182;0.182;0.0194306049822064;NA;"xx";"4-9-XsRB:71";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-9-XsRB:72";"B-P09";"Barro Branco";"BarroBranco2";"Ponto9";"Barro Branco";"Barro Branco Médio";"Rio";45245;"30/08/2023";1;9;3;"Astyanax bimaculatus";19;16.1;3.9;85;0.085;0.0134210526315789;"*estimado (4-9-XsRB:69)";"xx";"4-9-XsRB:72";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-9-XsRB:73";"B-P09";"Barro Branco";"BarroBranco2";"Ponto9";"Barro Branco";"Barro Branco Médio";"Rio";45245;"30/08/2023";1;9;3;"Hemigrammus marginatus";28.6;21.7;5.1;144;0.144;0.0151048951048951;NA;"xx";"4-9-XsRB:73";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-9-XsRB:74";"B-P09";"Barro Branco";"BarroBranco2";"Ponto9";"Barro Branco";"Barro Branco Médio";"Rio";45245;"30/08/2023";1;9;3;"Hemigrammus marginatus";24.4;20;4.6;121;0.121;0.0148770491803279;NA;"xx";"4-9-XsRB:74";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"AD4-9-1";"B-P09";"Barro Branco";"BarroBranco2";"Ponto9";"Barro Branco";"Barro Branco Médio";"Rio";45245;"30/08/2023";1;9;3;"Astyanax fasciatus";41.5;32.2;10;502;0.502;0.036289156626506;NA;"th";"AD4-9-1";"AD4-9-1";"1";"AD4-9-1";"1";NA;NA;NA;NA;NA;NA;NA;NA;1.0351;1.0969;1.0369;0.0618;0.0018;0.9708737864;97.08737864;1.0674;1.1316;1.075;0.0642;0.0076;0.8816199377;88.16199377;80.1
"AD4-9-2";"B-P09";"Barro Branco";"BarroBranco2";"Ponto9";"Barro Branco";"Barro Branco Médio";"Rio";45245;"30/08/2023";1;9;3;"Astyanax fasciatus";56.8;43.1;14.1;1466;1.466;0.0774295774647887;NA;"th";"AD4-9-2";"AD4-9-2";"2";"AD4-9-2";"2";NA;NA;NA;NA;NA;NA;NA;NA;1.0245;1.0647;1.0307;0.0402;0.0062;0.8457711443;84.57711443;1.0397;1.1109;1.0512;0.0712;0.0115;0.8384831461;83.84831461;71.71
"AD4-9-3";"B-P09";"Barro Branco";"BarroBranco2";"Ponto9";"Barro Branco";"Barro Branco Médio";"Rio";45245;"30/08/2023";1;9;3;"Astyanax fasciatus";51.2;40.7;12.1;924;0.924;0.054140625;NA;"th";"AD4-9-3";"AD4-9-3";"3";"AD4-9-3";"3";NA;NA;NA;NA;NA;NA;NA;NA;1.0432;1.0589;1.0454;0.0157;0.0022;0.8598726115;85.98726115;1.0355;1.1033;1.0453;0.0678;0.0098;0.8554572271;85.54572271;98.05
"AD4-9-4";"B-P09";"Barro Branco";"BarroBranco2";"Ponto9";"Barro Branco";"Barro Branco Médio";"Rio";45245;"30/08/2023";1;9;3;"Astyanax bimaculatus";51.5;39.3;14.5;1280;1.28;0.0745631067961165;NA;"th";"AD4-9-4";"AD4-9-4";"4";"AD4-9-4";"4";NA;NA;NA;NA;NA;NA;NA;NA;1.051;1.0776;1.0553;0.0266;0.0043;0.8383458647;83.83458647;1.0606;1.1039;1.0709;0.0433;0.0103;0.7621247113;76.21247113;79
"AD4-9-5";"B-P09";"Barro Branco";"BarroBranco2";"Ponto9";"Barro Branco";"Barro Branco Médio";"Rio";45245;"30/08/2023";1;9;3;"Astyanax fasciatus";52.1;42.5;13.1;1029;1.029;0.0592514395393474;NA;"th";"AD4-9-5";"AD4-9-5";"5";"AD4-9-5";"5";NA;NA;NA;NA;NA;NA;NA;NA;1.0519;1.0665;1.0541;0.0146;0.0022;0.8493150685;84.93150685;1.0231;1.087;1.0337;0.0639;0.0106;0.8341158059;83.41158059;77.52
"AD4-9-6";"B-P09";"Barro Branco";"BarroBranco2";"Ponto9";"Barro Branco";"Barro Branco Médio";"Rio";45245;"30/08/2023";1;9;3;"Astyanax fasciatus";37.5;27.9;10.4;530;0.53;0.0424;NA;"th";"AD4-9-6";"AD4-9-6";"6";"AD4-9-6";"6";NA;NA;NA;NA;NA;NA;NA;NA;1.0554;1.0649;1.0564;0.0095;0.001;0.8947368421;89.47368421;1.0668;1.1008;1.0715;0.034;0.0047;0.8617647059;86.17647059;80
"AD4-9-7";"B-P09";"Barro Branco";"BarroBranco2";"Ponto9";"Barro Branco";"Barro Branco Médio";"Rio";45245;"30/08/2023";1;9;3;"Astyanax fasciatus";51;40.6;12.6;1206;1.206;0.0709411764705882;NA;"th";"AD4-9-7";"AD4-9-7";"7";"AD4-9-7";"7";NA;NA;NA;NA;NA;NA;NA;NA;1.0678;1.0997;1.0693;0.0319;0.0015;0.9529780564;95.29780564;1.0345;1.0967;1.0451;0.0622;0.0106;0.8295819936;82.95819936;64.95
"AD4-9-8";"B-P09";"Barro Branco";"BarroBranco2";"Ponto9";"Barro Branco";"Barro Branco Médio";"Rio";45245;"30/08/2023";1;9;3;"Astyanax fasciatus";47.4;38.3;11.4;794;0.794;0.050253164556962;NA;"th";"AD4-9-8";"AD4-9-8";"8";"AD4-9-8";"8";NA;NA;NA;NA;NA;NA;NA;NA;1.0359;1.0527;1.0381;0.0168;0.0022;0.869047619;86.9047619;1.0322;1.1028;1.043;0.0706;0.0108;0.8470254958;84.70254958;59.16
"AD4-9-9";"B-P09";"Barro Branco";"BarroBranco2";"Ponto9";"Barro Branco";"Barro Branco Médio";"Rio";45245;"30/08/2023";1;9;3;"Astyanax fasciatus";38.4;29.6;8.5;399;0.399;0.031171875;NA;"th";"AD4-9-9";"AD4-9-9";"9";"AD4-9-9";"9";NA;NA;NA;NA;NA;NA;NA;NA;1.0424;1.047;1.0428;0.0046;4e-04;0.9130434783;91.30434783;1.0426;1.0732;1.0477;0.0306;0.0051;0.8333333333;83.33333333;NA
"AD4-9-10";"B-P09";"Barro Branco";"BarroBranco2";"Ponto9";"Barro Branco";"Barro Branco Médio";"Rio";45245;"30/08/2023";1;9;3;"Hemigrammus unilineatus";39.9;30.7;9.8;447;0.447;0.033609022556391;NA;"th";"AD4-9-10";"AD4-9-10";"10";"AD4-9-10";"10";NA;NA;NA;NA;NA;NA;NA;NA;1.0602;1.0807;1.0614;0.0205;0.0012;0.9414634146;94.14634146;1.0533;1.1041;1.0599;0.0508;0.0066;0.8700787402;87.00787402;NA
"AD4-9-11";"B-P09";"Barro Branco";"BarroBranco2";"Ponto9";"Barro Branco";"Barro Branco Médio";"Rio";45245;"30/08/2023";1;9;3;"Hemigrammus unilineatus";38.6;30;10.4;457;0.457;0.0355181347150259;NA;"th";"AD4-9-11";"AD4-9-11";"11";"AD4-9-11";"11";NA;NA;NA;NA;NA;NA;NA;NA;1.0489;1.0692;1.0509;0.0203;0.002;0.9014778325;90.14778325;1.0396;1.0717;1.0439;0.0321;0.0043;0.8660436137;86.60436137;77.73
"AD4-9-12";"B-P09";"Barro Branco";"BarroBranco2";"Ponto9";"Barro Branco";"Barro Branco Médio";"Rio";45245;"30/08/2023";1;9;3;"Hemigrammus unilineatus";35.3;26.4;9.1;303;0.303;0.0257507082152975;NA;"th";"AD4-9-12";"AD4-9-12";"12";"AD4-9-12";"12";NA;NA;NA;NA;NA;NA;NA;NA;1.0343;1.051;1.0352;0.0167;9e-04;0.9461077844;94.61077844;1.0418;1.0568;1.0449;0.015;0.0031;0.7933333333;79.33333333;63.96
"AD4-9-13";"B-P09";"Barro Branco";"BarroBranco2";"Ponto9";"Barro Branco";"Barro Branco Médio";"Rio";45245;"30/08/2023";1;9;3;"Astyanax fasciatus";44.6;35.1;10.5;539;0.539;0.0362556053811659;NA;"th";"AD4-9-13";"AD4-9-13";"13";"AD4-9-13";"13";NA;NA;NA;NA;NA;NA;NA;NA;1.0527;1.0815;1.0543;0.0288;0.0016;0.9444444444;94.44444444;1.0672;1.1104;1.0737;0.0432;0.0065;0.849537037;84.9537037;64.29
"AD4-8-14,1";"B-P08";"Barro Branco";"BarroBranco2";"Ponto9";"Barro Branco";"Barro Branco Médio";"Rio";45245;"30/08/2023";1;8;4;"Hemigrammus rodwayi";34.8;27;6.9;241;0.241;0.0207758620689655;"*peixe 4-8-14";"th";"AD4-9-14,1";"AD4-9-14,1";"14";"AD4-9-14,1";"14";NA;NA;NA;NA;NA;NA;NA;NA;0.9305;0.938;0.9319;0.0075;0.0014;0.8133333333;81.33333333;0.9275;0.9458;0.931;0.0183;0.0035;0.8087431694;80.87431694;87.81
"AD4-9-14,2";"B-P09";"Barro Branco";"BarroBranco2";"Ponto9";"Barro Branco";"Barro Branco Médio";"Rio";45245;"30/08/2023";1;9;3;"Astyanax fasciatus";33.3;26.4;8.8;294;0.294;0.0264864864864865;NA;"th";"AD4-9-14,2";"AD4-9-14,2";"14";"AD4-9-14,2";"14";NA;NA;NA;NA;NA;NA;NA;NA;1.0402;1.0539;1.0417;0.0137;0.0015;0.8905109489;89.05109489;1.0689;1.0928;1.0718;0.0239;0.0029;0.8786610879;87.86610879;NA
"AD4-9-X:1";"B-P09";"Barro Branco";"BarroBranco2";"Ponto9";"Barro Branco";"Barro Branco Médio";"Rio";45245;"30/08/2023";1;9;3;"Astyanax fasciatus";31.9;24.7;6.5;266;0.266;0.0250156739811912;NA;"xx";"AD4-9-X:1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"AD4-9-X:2";"B-P09";"Barro Branco";"BarroBranco2";"Ponto9";"Barro Branco";"Barro Branco Médio";"Rio";45245;"30/08/2023";1;9;3;"Astyanax fasciatus";23.6;20.6;5.8;154;0.154;0.0195762711864407;NA;"xx";"AD4-9-X:2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"AD4-9-X:3";"B-P09";"Barro Branco";"BarroBranco2";"Ponto9";"Barro Branco";"Barro Branco Médio";"Rio";45245;"30/08/2023";1;9;3;"Hemigrammus rodwayi";16.6;14.4;4.2;52;0.052;0.00939759036144578;NA;"xx";"AD4-9-X:3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-92";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Astyanax bimaculatus";49.8;37.5;14.4;1361;1.361;0.0819879518072289;NA;"rd";"4-10-92";"4-10-92";"P92";"4-10-92";"P92";0.9235;0.9516;28.1;1309856;1403092;1370396;1361114.66666667;48438.2443653618;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-93";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Astyanax fasciatus";48.2;37.6;11.2;959;0.959;0.0596887966804979;NA;"rd";"4-10-93";"4-10-93";"P93";"4-10-93";"P93";0.9007;0.924;23.3000000000001;949773;1030935;1098208;1026305.33333333;44047.4391988553;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-94";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Astyanax fasciatus";49.5;39.3;11.4;1041;1.041;0.0630909090909091;NA;"rd";"4-10-94";"4-10-94";"P94";"4-10-94";"P94";1.1239;1.1406;16.7000000000002;750733;799720;864634;805029;48205.3293413169;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-95";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Astyanax fasciatus";49.9;39.2;11.6;1143;1.143;0.0687174348697395;NA;"rd";"4-10-95";"4-10-95";"P95";"4-10-95";"P95";1.1348;1.169;34.2;723778;809726;776197;769900.333333333;22511.7056530214;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-96";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";28.6;22.9;6.5;186;0.186;0.0195104895104895;NA;"rd";"4-10-96";"4-10-96";"P96";"4-10-96";"P96";0.9338;0.9484;14.6000000000001;252174;265334;237237;251581.666666667;17231.6210045661;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-97";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Astyanax fasciatus";42.8;32.4;9.3;587;0.587;0.0411448598130841;NA;"rd";"4-10-97";"4-10-97";"P97";"4-10-97";"P97";0.9181;0.9355;17.4;575542;695054;732953;667849.666666667;38382.1647509579;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-98";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";30.1;24.7;7.4;244;0.244;0.0243189368770764;NA;"rd";"4-10-98";"4-10-98";"P98";"4-10-98";"P98";0.9172;0.9241;6.90000000000002;817206;848093;840374;835224.333333333;121047.004830918;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-99";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Astyanax bimaculatus";46.4;34.6;11.7;869;0.869;0.0561853448275862;NA;"rd";"4-10-99";"4-10-99";"P99";"4-10-99";"P99";1.0975;1.1261;28.6000000000002;1627034;1704402;1663083;1664839.66666667;58211.1771561768;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-100";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";29.4;21.4;5.9;177;0.177;0.0180612244897959;NA;"rd";"4-10-100";"4-10-100";"P100";"4-10-100";"P100";0.9091;0.933;23.9;240843;306583;324129;290518.333333333;12155.5788005579;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-101";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Astyanax fasciatus";50.7;40.5;11.4;905;0.905;0.0535502958579882;NA;"rd";"4-10-101";"4-10-101";"P101";"4-10-101";"P101";0.9123;0.9388;26.5;997942;1003213;997942;999699;37724.4905660378;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-102";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";14.7;12.9;3.6;38;0.038;0.00775510204081633;NA;"rd";"4-10-102";"4-10-102";"P102";"4-10-102";"P102";0.9091;0.9133;4.19999999999998;353144;334721;356631;348165.333333333;82896.5079365083;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-103";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Astyanax fasciatus";44.8;39.5;10;694;0.694;0.0464732142857143;NA;"rd";"4-10-103";"4-10-103";"P103";"4-10-103";"P103";0.9229;0.9437;20.7999999999999;883728;766004;1037635;895789;43066.778846154;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-104";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";28;22.8;6.4;206;0.206;0.0220714285714286;NA;"rd";"4-10-104";"4-10-104";"P104";"4-10-104";"P104";0.9085;0.9117;3.19999999999998;413792;460393;497297;457160.666666667;142862.708333334;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-105";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Astyanax fasciatus";36.2;31.5;8.7;482;0.482;0.0399447513812155;NA;"rd";"4-10-105";"4-10-105";"P105";"4-10-105";"P105";0.9307;0.9542;23.5000000000001;1731133;1887586;1890223;1836314;78141.0212765955;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-106";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Astyanax fasciatus";41.7;33.2;8.5;534;0.534;0.0384172661870504;NA;"rd";"4-10-106";"4-10-106";"P106";"4-10-106";"P106";0.9284;0.9631;34.7;812628;859389;887579;853198.666666667;24587.8578290106;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-107";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";25.8;21.1;6.1;168;0.168;0.0195348837209302;NA;"rd";"4-10-107";"4-10-107";"P107";"4-10-107";"P107";0.9352;0.9415;6.29999999999997;459479;513035;486863;486459;77215.7142857146;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-108";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Astyanax fasciatus";34.4;26.9;8;336;0.336;0.0293023255813954;NA;"rd";"4-10-108";"4-10-108";"P108";"4-10-108";"P108";0.9324;0.9485;16.1;806844;926918;863587;865783;53775.3416149068;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-109";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus unilineatus";26;22;6.3;174;0.174;0.0200769230769231;NA;"rd";"4-10-109";"4-10-109";"P109";"4-10-109";"P109";0.9221;0.9262;4.09999999999999;325984;332964;325910;328286;80069.7560975611;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-110";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Astyanax bimaculatus";32.3;24.7;7.4;297;0.297;0.0275851393188854;NA;"rd";"4-10-110";"4-10-110";"P110";"4-10-110";"P110";1.1026;1.1137;11.0999999999999;846079;846079;834656;842271.333333333;75880.3003003011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4-10-111";"B-P10";"Barro Branco";"BarroBranco2";"Ponto10";"Barro Branco";"Barro Branco Baixo";"Rio";45245;"30/08/2023";1;10;4;"Hemigrammus rodwayi";34.7;29.6;7.6;361;0.361;0.0312103746397694;NA;"rd";"4-10-111";"4-10-111";"P111";"4-10-111";"P111";1.1348;1.1431;8.29999999999997;593906;558719;625490;592705;71410.2409638556;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
